Blackbox_Sentinel/ml/traffic.csvtimestamp,packets_per_sec,avg_packet_size,max_packet_size,min_packet_size,tcp_count,udp_count,icmp_count,unique_src_ips,unique_dst_ips,syn_count,ack_count,fin_count,rst_count,psh_count,urg_count,syn_ratio,ack_ratio,fin_ratio,rst_ratio,psh_ratio,urg_ratio
2026-08-04T00:09:12.165751,68,374.5,1296,56,0,62,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-04T00:09:14.231208,295,962.72,1292,54,15,278,0,7,7,0,15,3,0,5,0,0.0,1.0,0.2,0.0,0.3333,0.0
2026-08-04T00:09:16.272117,25,70.68,123,54,17,4,0,7,6,0,17,5,0,5,0,0.0,1.0,0.2941,0.0,0.2941,0.0
2026-08-04T00:09:18.340012,32,292.19,2898,54,24,4,0,6,5,1,24,0,0,13,0,0.0417,1.0,0.0,0.0,0.5417,0.0
2026-08-04T00:09:20.358229,26,107.73,656,54,14,11,0,8,8,0,14,4,1,5,0,0.0,1.0,0.2857,0.0714,0.3571,0.0
2026-08-04T00:09:22.405723,191,433.41,9994,54,166,23,0,24,24,4,164,5,2,78,0,0.0241,0.988,0.0301,0.012,0.4699,0.0
2026-08-04T00:09:24.464005,52,489.23,8487,54,36,13,0,10,10,0,36,2,0,15,0,0.0,1.0,0.0556,0.0,0.4167,0.0
2026-08-04T00:09:26.476589,13,61.0,70,55,10,0,0,6,6,0,10,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
2026-08-04T00:09:28.544640,516,1075.49,30718,54,420,93,0,14,14,7,417,2,0,142,0,0.0167,0.9929,0.0048,0.0,0.3381,0.0
2026-08-04T00:09:30.621007,15,137.07,432,55,6,6,0,6,7,0,6,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
2026-08-04T00:09:32.635535,55,628.76,5898,54,38,13,0,9,7,2,37,0,0,21,0,0.0526,0.9737,0.0,0.0,0.5526,0.0
2026-08-04T00:09:34.657423,14,112.57,251,55,4,7,0,7,6,0,4,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
2026-08-04T00:09:36.691711,32,81.81,457,54,23,3,0,10,11,0,23,0,0,1,0,0.0,1.0,0.0,0.0,0.0435,0.0
2026-08-04T00:09:38.761405,252,370.56,2104,54,81,167,1,18,18,2,80,8,3,35,0,0.0247,0.9877,0.0988,0.037,0.4321,0.0
2026-08-04T00:09:40.857982,1157,1302.32,11350,54,1007,147,0,18,17,9,1007,3,1,244,0,0.0089,1.0,0.003,0.001,0.2423,0.0
2026-08-04T00:09:42.888751,21,152.0,1292,55,10,8,0,8,5,3,10,0,0,0,0,0.3,1.0,0.0,0.0,0.0,0.0
2026-08-04T00:09:44.934321,56,308.89,1296,55,14,37,0,11,11,0,14,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
2026-08-04T00:09:46.973319,296,399.61,2802,42,64,229,0,17,16,2,63,0,0,32,0,0.0312,0.9844,0.0,0.0,0.5,0.0
2026-08-04T00:09:49.028154,40,119.72,914,55,36,0,0,16,16,0,36,0,0,6,0,0.0,1.0,0.0,0.0,0.1667,0.0
2026-08-04T00:09:51.043245,17,146.35,508,55,4,9,0,6,6,0,4,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
2026-08-04T00:09:53.064385,7,106.86,171,56,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-04T00:09:55.073530,20,132.3,513,54,7,4,0,4,4,0,7,2,0,3,0,0.0,1.0,0.2857,0.0,0.4286,0.0
2026-08-04T00:09:57.124499,647,713.83,2346,54,64,579,0,15,13,8,60,8,3,24,0,0.125,0.9375,0.125,0.0469,0.375,0.0
2026-08-04T00:09:59.168560,71,223.1,1846,54,26,43,0,7,7,2,25,0,0,15,0,0.0769,0.9615,0.0,0.0,0.5769,0.0
2026-08-04T00:10:01.211848,430,831.55,8814,54,377,49,0,14,14,4,375,2,0,64,0,0.0106,0.9947,0.0053,0.0,0.1698,0.0
2026-08-04T00:10:03.261887,95,57.15,132,54,7,0,0,4,4,0,7,1,0,2,0,0.0,1.0,0.1429,0.0,0.2857,0.0
2026-08-04T00:10:05.278993,95,354.59,1296,42,2,79,0,11,10,0,2,0,0,1,0,0.0,1.0,0.0,0.0,0.5,0.0
2026-08-04T00:10:07.327594,459,780.94,1296,42,21,428,0,16,15,0,21,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
2026-08-04T00:10:09.403909,873,944.55,12766,54,656,212,0,17,20,8,651,14,8,177,0,0.0122,0.9924,0.0213,0.0122,0.2698,0.0
2026-08-04T00:10:11.452167,377,1530.65,27722,54,339,29,0,13,14,1,339,0,0,64,0,0.0029,1.0,0.0,0.0,0.1888,0.0
2026-08-04T00:10:13.472952,115,781.5,2974,54,30,83,0,8,9,2,29,0,0,17,0,0.0667,0.9667,0.0,0.0,0.5667,0.0
2026-08-04T00:10:15.589082,1187,1246.97,7338,54,1181,2,0,8,7,0,1181,1,1,406,0,0.0,1.0,0.0008,0.0008,0.3438,0.0
2026-08-04T00:10:17.706691,1151,1280.0,7338,54,1146,0,0,4,4,0,1146,0,0,402,0,0.0,1.0,0.0,0.0,0.3508,0.0
2026-08-04T00:10:19.904819,922,1314.77,15707,54,912,7,0,8,8,0,912,0,0,302,0,0.0,1.0,0.0,0.0,0.3311,0.0
2026-08-04T00:10:22.123114,977,1372.1,11706,54,969,5,0,8,9,0,969,0,0,356,0,0.0,1.0,0.0,0.0,0.3674,0.0
2026-08-04T00:10:24.243563,1188,1241.04,10250,54,1170,16,0,13,14,0,1170,1,0,414,0,0.0,1.0,0.0009,0.0,0.3538,0.0
2026-08-04T00:10:26.362758,1187,1267.43,11706,54,1182,2,0,11,11,0,1182,0,0,369,0,0.0,1.0,0.0,0.0,0.3122,0.0
2026-08-04T00:10:28.465606,1042,1280.01,14618,54,1031,9,0,10,11,0,1031,0,0,334,0,0.0,1.0,0.0,0.0,0.324,0.0
2026-08-04T00:10:30.871785,1267,1156.06,10250,54,1246,18,0,16,15,0,1246,2,0,420,0,0.0,1.0,0.0016,0.0,0.3371,0.0
2026-08-04T00:10:33.083654,935,1027.47,5882,42,932,1,0,18,19,9,928,2,0,321,0,0.0097,0.9957,0.0021,0.0,0.3444,0.0
2026-08-04T00:10:35.197113,1093,1343.37,13162,54,1085,5,0,13,12,1,1084,3,3,384,0,0.0009,0.9991,0.0028,0.0028,0.3539,0.0
2026-08-04T00:10:37.370477,1493,763.16,5898,54,1018,473,0,17,17,32,1001,7,3,325,0,0.0314,0.9833,0.0069,0.0029,0.3193,0.0
2026-08-04T00:10:39.581636,1259,661.95,5898,42,426,830,0,35,40,21,414,0,0,117,0,0.0493,0.9718,0.0,0.0,0.2746,0.0
2026-08-04T00:10:41.783416,753,816.48,7338,54,589,162,0,31,29,33,567,15,0,205,0,0.056,0.9626,0.0255,0.0,0.348,0.0
2026-08-04T00:10:43.994157,974,764.68,5882,54,752,221,0,20,24,45,711,3,1,187,0,0.0598,0.9455,0.004,0.0013,0.2487,0.0
2026-08-04T00:10:46.137570,737,1137.09,13162,54,598,137,0,23,24,45,557,0,0,172,0,0.0753,0.9314,0.0,0.0,0.2876,0.0
2026-08-04T00:10:48.379222,851,1116.84,8794,54,837,13,0,8,11,40,797,0,0,258,0,0.0478,0.9522,0.0,0.0,0.3082,0.0
2026-08-04T00:10:50.551100,833,1349.87,10250,54,784,48,0,13,14,91,694,0,0,271,0,0.1161,0.8852,0.0,0.0,0.3457,0.0
2026-08-04T00:10:52.745687,820,1349.82,16467,54,774,44,0,20,22,75,702,9,2,284,0,0.0969,0.907,0.0116,0.0026,0.3669,0.0
2026-08-04T00:10:54.991271,311,1096.66,13018,54,257,51,0,21,21,2,257,1,0,113,0,0.0078,1.0,0.0039,0.0,0.4397,0.0
2026-08-04T00:10:57.213034,873,1197.79,11706,54,819,49,0,11,11,0,819,5,1,299,0,0.0,1.0,0.0061,0.0012,0.3651,0.0
2026-08-04T00:10:59.321618,1031,1474.89,20442,54,1026,4,0,11,10,0,1026,4,1,313,0,0.0,1.0,0.0039,0.001,0.3051,0.0
2026-08-04T00:11:01.435484,1014,1120.72,11706,54,957,53,0,10,10,12,951,3,0,339,0,0.0125,0.9937,0.0031,0.0,0.3542,0.0
2026-08-04T00:11:03.543201,1179,1259.8,17530,42,1089,2,0,9,8,0,1089,4,0,380,0,0.0,1.0,0.0037,0.0,0.3489,0.0
2026-08-04T00:11:05.646459,1074,1378.0,8794,54,1057,4,0,14,14,0,1057,4,1,354,0,0.0,1.0,0.0038,0.0009,0.3349,0.0
2026-08-04T00:11:07.805880,1120,1326.91,8794,42,1084,25,0,7,7,0,1084,0,0,414,0,0.0,1.0,0.0,0.0,0.3819,0.0
2026-08-04T00:11:09.945598,1396,1070.71,8794,54,1349,38,0,18,18,0,1349,0,0,393,0,0.0,1.0,0.0,0.0,0.2913,0.0
2026-08-04T00:11:12.061530,1158,1249.25,13162,54,1119,33,0,16,16,4,1117,6,0,375,0,0.0036,0.9982,0.0054,0.0,0.3351,0.0
2026-08-04T00:11:14.175443,1158,1274.9,11706,54,1120,36,0,13,13,1,1119,3,0,379,0,0.0009,0.9991,0.0027,0.0,0.3384,0.0
2026-08-04T00:11:16.288004,1083,1315.66,8794,54,1069,9,0,8,7,0,1069,0,0,384,0,0.0,1.0,0.0,0.0,0.3592,0.0
2026-08-04T00:11:18.411914,1244,1177.75,11706,54,1135,103,0,13,13,0,1135,0,0,369,0,0.0,1.0,0.0,0.0,0.3251,0.0
2026-08-04T00:11:20.534190,1519,952.29,4426,54,453,1064,0,11,12,0,453,4,0,99,0,0.0,1.0,0.0088,0.0,0.2185,0.0
2026-08-04T00:11:22.659934,1247,1044.55,21958,54,1221,23,0,21,22,6,1218,2,0,316,0,0.0049,0.9975,0.0016,0.0,0.2588,0.0
2026-08-04T00:11:24.830131,1409,964.44,10138,54,1307,102,0,28,28,18,1302,9,1,378,0,0.0138,0.9962,0.0069,0.0008,0.2892,0.0
2026-08-04T00:11:26.932035,1119,1181.66,14618,54,1115,3,0,16,14,3,1115,2,0,329,0,0.0027,1.0,0.0018,0.0,0.2951,0.0
2026-08-04T00:11:29.012658,762,1372.38,18986,54,748,12,0,18,18,1,747,4,1,276,0,0.0013,0.9987,0.0053,0.0013,0.369,0.0
2026-08-04T00:11:31.105794,860,1793.81,26266,54,795,64,0,13,13,0,795,4,0,255,0,0.0,1.0,0.005,0.0,0.3208,0.0
2026-08-04T00:11:33.219998,1024,1104.92,8794,54,1020,4,0,15,15,0,1020,9,1,314,0,0.0,1.0,0.0088,0.001,0.3078,0.0
2026-08-04T00:11:35.362170,1376,1099.35,8794,54,1319,56,0,13,14,6,1315,2,0,386,0,0.0045,0.997,0.0015,0.0,0.2926,0.0
2026-08-04T00:11:37.491485,1357,1109.98,9962,54,1351,3,0,14,14,0,1351,0,1,389,0,0.0,1.0,0.0,0.0007,0.2879,0.0
2026-08-04T00:11:39.622025,1358,1097.28,10250,54,1338,17,0,18,19,1,1338,0,0,414,0,0.0007,1.0,0.0,0.0,0.3094,0.0
2026-08-04T00:11:41.758039,1241,1170.52,7338,54,1227,12,0,13,13,2,1226,2,0,433,0,0.0016,0.9992,0.0016,0.0,0.3529,0.0
2026-08-04T00:11:43.902477,1399,1064.53,10250,54,1302,93,0,17,20,4,1300,10,1,390,0,0.0031,0.9985,0.0077,0.0008,0.2995,0.0
2026-08-04T00:11:46.021363,1153,1280.07,8794,54,1146,4,0,6,6,0,1146,3,1,414,0,0.0,1.0,0.0026,0.0009,0.3613,0.0
2026-08-04T00:11:48.126333,1533,855.75,2978,42,289,1239,0,14,13,10,285,2,1,76,0,0.0346,0.9862,0.0069,0.0035,0.263,0.0
2026-08-04T00:11:50.229967,1016,1175.64,8794,54,1013,0,0,8,7,3,1013,0,0,321,0,0.003,1.0,0.0,0.0,0.3169,0.0
2026-08-04T00:11:52.371014,1264,1234.06,24810,54,1257,3,0,11,11,0,1257,6,1,392,0,0.0,1.0,0.0048,0.0008,0.3119,0.0
2026-08-04T00:11:54.553601,1137,975.31,7338,54,996,134,0,26,27,4,994,11,5,318,0,0.004,0.998,0.011,0.005,0.3193,0.0
2026-08-04T00:11:56.722385,758,1238.49,19826,54,716,36,0,23,16,8,713,1,0,242,0,0.0112,0.9958,0.0014,0.0,0.338,0.0
2026-08-04T00:11:58.870181,790,837.76,5882,54,331,456,0,11,10,0,329,0,2,99,0,0.0,0.994,0.0,0.006,0.2991,0.0
2026-08-04T00:12:01.062001,840,759.06,7358,54,586,251,0,27,30,12,580,0,0,198,0,0.0205,0.9898,0.0,0.0,0.3379,0.0
2026-08-04T00:12:03.511433,883,1121.75,14618,54,675,178,0,20,20,5,674,0,0,233,0,0.0074,0.9985,0.0,0.0,0.3452,0.0
2026-08-04T00:12:05.535984,142,401.31,14174,54,91,38,0,18,16,4,89,4,0,36,0,0.044,0.978,0.044,0.0,0.3956,0.0
2026-08-04T00:12:07.602201,115,534.75,16460,42,61,42,0,20,17,2,60,0,0,20,0,0.0328,0.9836,0.0,0.0,0.3279,0.0
2026-08-04T00:12:09.623735,47,70.6,213,54,36,4,0,16,16,0,36,5,0,6,0,0.0,1.0,0.1389,0.0,0.1667,0.0
2026-08-04T00:12:11.635398,43,212.72,1292,55,20,14,0,15,14,0,20,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
2026-08-04T00:12:13.729322,27,67.7,217,54,21,1,0,11,11,0,21,2,0,2,0,0.0,1.0,0.0952,0.0,0.0952,0.0
2026-08-04T00:12:15.777852,19,73.26,150,55,8,4,0,6,6,0,8,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
2026-08-04T00:12:17.816706,34,63.35,97,54,27,2,0,9,9,0,27,9,0,4,0,0.0,1.0,0.3333,0.0,0.1481,0.0
2026-08-04T00:12:19.869853,14,75.0,212,54,10,1,0,6,6,0,10,1,0,3,0,0.0,1.0,0.1,0.0,0.3,0.0
2026-08-04T00:12:21.909457,23,124.74,487,54,12,8,0,10,8,0,12,1,0,4,0,0.0,1.0,0.0833,0.0,0.3333,0.0
2026-08-04T00:12:23.925719,25,74.04,214,55,13,6,0,8,7,0,13,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
2026-08-04T00:12:25.949204,44,106.66,1222,54,38,2,0,16,16,0,38,10,2,3,0,0.0,1.0,0.2632,0.0526,0.0789,0.0
2026-08-04T00:12:27.963246,11,80.55,212,56,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-04T00:12:29.984563,15,71.4,212,55,11,1,0,8,7,0,11,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
2026-08-04T00:12:32.005669,20,72.05,178,42,14,2,0,8,8,0,14,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
2026-08-04T00:12:34.066423,18,60.44,72,42,11,2,0,4,5,0,11,1,0,0,0,0.0,1.0,0.0909,0.0,0.0,0.0
2026-08-04T00:12:36.155887,44,135.18,1222,54,30,6,0,12,11,0,30,11,4,6,0,0.0,1.0,0.3667,0.1333,0.2,0.0
2026-08-04T00:12:38.168201,17,64.29,131,54,15,0,0,5,4,0,15,6,0,3,0,0.0,1.0,0.4,0.0,0.2,0.0
2026-08-04T00:12:40.267731,35,168.94,1292,54,19,14,0,13,11,0,19,2,0,1,0,0.0,1.0,0.1053,0.0,0.0526,0.0
2026-08-04T00:12:42.311433,511,745.39,1296,54,19,490,0,18,16,0,19,2,0,2,0,0.0,1.0,0.1053,0.0,0.1053,0.0
2026-08-04T00:12:44.323372,17,86.12,219,54,10,3,0,6,6,0,10,2,0,2,0,0.0,1.0,0.2,0.0,0.2,0.0
2026-08-04T00:12:46.345312,125,282.42,1296,42,48,74,0,20,21,0,48,12,5,5,0,0.0,1.0,0.25,0.1042,0.1042,0.0
2026-08-04T00:12:48.360747,124,962.19,1292,54,8,110,0,5,6,0,8,2,0,1,0,0.0,1.0,0.25,0.0,0.125,0.0
2026-08-04T00:12:50.375729,16,65.62,178,42,11,1,0,7,8,0,11,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
2026-08-04T00:12:52.418501,17,74.12,178,42,12,2,0,8,8,0,12,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
2026-08-04T00:12:54.495147,119,403.77,2974,54,104,8,0,17,16,4,104,8,0,42,0,0.0385,1.0,0.0769,0.0,0.4038,0.0
2026-08-04T00:12:56.553460,98,241.68,1296,54,41,53,0,22,22,0,41,7,2,3,0,0.0,1.0,0.1707,0.0488,0.0732,0.0
2026-08-04T00:12:58.569552,19,733.26,11092,42,15,0,0,7,8,0,15,0,0,3,0,0.0,1.0,0.0,0.0,0.2,0.0
2026-08-04T00:13:00.591809,13,96.77,254,54,6,3,0,4,5,0,6,2,0,1,0,0.0,1.0,0.3333,0.0,0.1667,0.0
2026-08-04T00:13:02.665619,20,119.75,487,54,8,7,0,7,7,0,8,2,0,1,0,0.0,1.0,0.25,0.0,0.125,0.0
2026-08-04T00:13:04.711584,24,61.62,167,42,8,1,0,6,6,0,8,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
2026-08-04T00:13:06.755709,159,903.68,1292,42,15,132,0,8,8,0,15,3,1,3,0,0.0,1.0,0.2,0.0667,0.2,0.0
2026-08-04T00:13:08.783345,79,881.1,1292,55,5,64,0,4,5,0,5,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
2026-08-04T00:13:10.859525,56,288.8,1296,55,16,34,0,12,12,0,16,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
2026-08-04T00:13:12.907851,56,412.79,1296,56,0,53,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-04T00:13:14.952479,8,64.5,93,54,7,0,0,3,3,0,7,2,0,2,0,0.0,1.0,0.2857,0.0,0.2857,0.0
2026-08-04T00:13:17.027245,585,888.85,1292,55,8,572,0,9,9,0,8,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
2026-08-04T00:13:19.041577,58,772.16,1292,54,12,43,0,4,4,0,12,2,0,1,0,0.0,1.0,0.1667,0.0,0.0833,0.0
2026-08-04T00:13:21.060743,9,105.67,270,55,5,3,0,4,4,0,5,0,0,2,0,0.0,1.0,0.0,0.0,0.4,0.0
2026-08-04T00:13:23.070216,12,100.33,487,54,8,2,0,4,4,0,8,3,0,2,0,0.0,1.0,0.375,0.0,0.25,0.0
2026-08-04T00:13:25.149818,64,212.95,2898,54,50,13,0,14,15,0,50,5,2,17,0,0.0,1.0,0.1,0.04,0.34,0.0
2026-08-04T00:13:27.160893,13,62.0,70,55,12,0,0,7,7,0,12,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
2026-08-04T00:13:29.173706,12,106.58,322,55,9,2,0,6,6,0,9,0,0,2,0,0.0,1.0,0.0,0.0,0.2222,0.0
2026-08-04T00:13:31.192316,18,61.78,70,55,16,0,0,9,9,0,16,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
2026-08-04T00:13:33.209036,20,61.85,82,54,18,0,0,7,6,0,18,5,0,2,0,0.0,1.0,0.2778,0.0,0.1111,0.0
2026-08-04T00:13:35.302515,15,63.53,86,54,12,1,0,7,6,0,12,2,0,1,0,0.0,1.0,0.1667,0.0,0.0833,0.0
2026-08-04T00:13:37.314952,12,74.83,212,55,6,3,0,6,6,0,6,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
2026-08-04T00:13:39.366242,37,94.16,508,54,32,3,0,12,13,0,32,6,0,5,0,0.0,1.0,0.1875,0.0,0.1562,0.0
2026-08-04T00:13:41.402602,278,1002.67,1292,55,23,253,0,16,14,0,23,0,0,2,0,0.0,1.0,0.0,0.0,0.087,0.0
2026-08-04T00:13:43.417397,14,91.86,487,55,8,2,0,6,6,0,8,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
2026-08-04T00:13:45.433921,6,58.17,70,55,2,0,0,2,2,0,2,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
2026-08-04T00:13:47.532815,310,915.22,1292,54,13,294,0,10,9,0,13,4,0,2,0,0.0,1.0,0.3077,0.0,0.1538,0.0
2026-08-04T00:13:49.549630,10,101.5,471,42,5,0,0,3,3,0,5,0,0,3,0,0.0,1.0,0.0,0.0,0.6,0.0
2026-08-04T00:13:51.560005,8,59.25,70,55,4,0,0,3,3,0,4,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
2026-08-04T00:13:53.576852,53,370.89,1377,54,28,24,0,9,10,0,28,4,1,9,0,0.0,1.0,0.1429,0.0357,0.3214,0.0
2026-08-04T00:13:55.617468,21,63.0,123,55,18,0,0,10,10,0,18,0,0,1,0,0.0,1.0,0.0,0.0,0.0556,0.0
2026-08-04T00:13:57.659256,7,117.43,340,56,1,3,0,3,3,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
2026-08-04T00:13:59.715503,13,97.31,471,55,9,1,0,5,5,0,9,0,0,3,0,0.0,1.0,0.0,0.0,0.3333,0.0
2026-08-04T00:14:01.728207,29,123.79,1285,55,9,13,0,9,8,0,9,0,0,2,0,0.0,1.0,0.0,0.0,0.2222,0.0
2026-08-04T00:14:03.769108,346,797.86,1292,42,8,249,0,4,5,0,8,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
2026-08-04T00:14:05.848213,28,90.71,350,42,2,6,0,6,5,0,2,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
2026-08-04T00:14:07.868020,128,466.62,2181,42,23,94,0,13,11,4,21,2,0,7,0,0.1739,0.913,0.087,0.0,0.3043,0.0
2026-08-04T00:14:09.885154,38,121.21,1222,42,24,2,0,10,9,0,24,5,0,5,0,0.0,1.0,0.2083,0.0,0.2083,0.0
2026-08-04T00:14:11.920933,356,1263.62,15590,42,144,204,0,20,18,0,144,0,0,71,0,0.0,1.0,0.0,0.0,0.4931,0.0
2026-08-04T00:14:13.969551,287,2108.4,64298,54,279,3,0,9,9,0,279,2,0,108,0,0.0,1.0,0.0072,0.0,0.3871,0.0
2026-08-04T00:14:15.999123,228,3003.18,64298,54,161,62,0,15,15,4,159,2,1,56,0,0.0248,0.9876,0.0124,0.0062,0.3478,0.0
2026-08-04T00:14:18.037045,557,1581.41,64298,42,69,482,0,12,12,0,69,2,1,26,0,0.0,1.0,0.029,0.0145,0.3768,0.0
2026-08-04T00:14:20.085858,73,1964.75,29258,42,64,5,0,8,7,0,64,0,0,20,0,0.0,1.0,0.0,0.0,0.3125,0.0
2026-08-04T00:14:22.109221,166,3517.36,64298,54,38,124,0,9,8,0,38,0,0,18,0,0.0,1.0,0.0,0.0,0.4737,0.0
2026-08-04T00:14:24.238098,1342,998.77,39478,54,1208,129,0,18,18,15,1200,0,0,409,0,0.0124,0.9934,0.0,0.0,0.3386,0.0
2026-08-04T00:14:26.309901,321,1140.47,29258,54,219,99,0,27,28,14,212,6,2,82,0,0.0639,0.968,0.0274,0.0091,0.3744,0.0
2026-08-04T00:14:28.461693,1324,957.88,45314,54,857,459,0,34,36,40,833,0,0,302,0,0.0467,0.972,0.0,0.0,0.3524,0.0
2026-08-04T00:14:30.529792,533,1057.89,14654,54,507,22,0,16,16,2,506,2,0,139,0,0.0039,0.998,0.0039,0.0,0.2742,0.0
2026-08-04T00:14:32.695872,1533,982.26,13198,42,1498,32,0,14,15,8,1494,0,0,315,0,0.0053,0.9973,0.0,0.0,0.2103,0.0
2026-08-04T00:14:34.793496,575,1415.24,29254,42,454,117,0,19,19,16,444,3,1,194,0,0.0352,0.978,0.0066,0.0022,0.4273,0.0
2026-08-04T00:14:36.848772,148,1306.7,32178,54,117,25,0,14,14,2,116,4,0,54,0,0.0171,0.9915,0.0342,0.0,0.4615,0.0
2026-08-04T00:14:38.907146,771,724.2,7358,54,281,487,0,27,24,9,277,4,0,140,0,0.032,0.9858,0.0142,0.0,0.4982,0.0
2026-08-04T00:14:41.071792,890,838.66,5894,54,483,404,0,13,12,2,482,6,0,103,0,0.0041,0.9979,0.0124,0.0,0.2133,0.0
2026-08-04T00:14:43.442374,1607,940.3,5894,42,1477,126,0,13,14,0,1476,5,1,349,0,0.0,0.9993,0.0034,0.0007,0.2363,0.0
2026-08-04T00:14:45.570048,1654,843.06,5894,54,952,699,0,10,10,0,952,0,0,190,0,0.0,1.0,0.0,0.0,0.1996,0.0
2026-08-04T00:14:47.786438,1000,921.05,5894,54,895,105,0,12,12,2,894,4,0,256,0,0.0022,0.9989,0.0045,0.0,0.286,0.0
2026-08-04T00:14:49.994669,1170,1123.37,10274,54,1109,56,0,9,9,0,1109,2,0,363,0,0.0,1.0,0.0018,0.0,0.3273,0.0
2026-08-04T00:14:52.180609,1440,985.56,7354,42,1425,11,0,8,8,0,1425,2,0,365,0,0.0,1.0,0.0014,0.0,0.2561,0.0
2026-08-04T00:14:54.305652,1307,1131.69,7354,54,1298,2,0,13,14,0,1298,9,2,451,0,0.0,1.0,0.0069,0.0015,0.3475,0.0
2026-08-04T00:14:56.520276,913,953.14,8814,54,608,302,0,12,14,9,605,0,0,147,0,0.0148,0.9951,0.0,0.0,0.2418,0.0
2026-08-04T00:14:58.657560,1499,833.17,18724,42,1055,438,0,24,24,9,1048,3,1,260,0,0.0085,0.9934,0.0028,0.0009,0.2464,0.0
2026-08-04T00:15:00.819191,803,983.46,5894,54,780,20,0,15,13,1,780,0,0,169,0,0.0013,1.0,0.0,0.0,0.2167,0.0
2026-08-04T00:15:03.006524,898,1136.63,5894,54,869,24,0,14,12,1,869,0,0,282,0,0.0012,1.0,0.0,0.0,0.3245,0.0
2026-08-04T00:15:05.109688,1137,1361.49,8814,42,1103,19,0,11,11,3,1102,0,0,402,0,0.0027,0.9991,0.0,0.0,0.3645,0.0
2026-08-04T00:15:07.303968,943,1103.99,7354,54,887,46,0,11,11,6,882,0,0,275,0,0.0068,0.9944,0.0,0.0,0.31,0.0
2026-08-04T00:15:09.453847,1586,959.97,5894,54,1573,3,0,11,12,1,1573,1,0,381,0,0.0006,1.0,0.0006,0.0,0.2422,0.0
2026-08-04T00:15:11.542941,890,1279.56,9424,54,852,30,0,22,22,9,848,1,1,401,0,0.0106,0.9953,0.0012,0.0012,0.4707,0.0
2026-08-04T00:15:13.653784,1298,1150.91,8814,54,1131,164,0,13,17,0,1131,0,0,324,0,0.0,1.0,0.0,0.0,0.2865,0.0
2026-08-04T00:15:15.731281,799,1896.04,16460,54,763,29,0,15,15,1,762,0,0,366,0,0.0013,0.9987,0.0,0.0,0.4797,0.0
2026-08-04T00:15:17.809475,645,1267.46,10278,54,514,127,0,11,12,0,514,0,0,242,0,0.0,1.0,0.0,0.0,0.4708,0.0
2026-08-04T00:15:19.985688,859,1077.71,15898,54,826,32,0,17,18,2,825,1,0,215,0,0.0024,0.9988,0.0012,0.0,0.2603,0.0
2026-08-04T00:15:22.090479,1065,1384.95,7258,54,1040,22,0,13,12,0,1040,4,0,306,0,0.0,1.0,0.0038,0.0,0.2942,0.0
2026-08-04T00:15:24.411251,1359,1003.48,17338,54,1328,29,0,13,14,2,1327,5,0,313,0,0.0015,0.9992,0.0038,0.0,0.2357,0.0
2026-08-04T00:15:26.553422,819,779.58,5818,54,306,513,0,12,12,0,306,0,0,67,0,0.0,1.0,0.0,0.0,0.219,0.0
2026-08-04T00:15:28.690513,593,1436.98,14458,54,526,65,0,9,9,2,524,1,1,248,0,0.0038,0.9962,0.0019,0.0019,0.4715,0.0
2026-08-04T00:15:30.817294,677,862.99,7358,54,70,604,0,12,13,2,69,7,1,31,0,0.0286,0.9857,0.1,0.0143,0.4429,0.0
2026-08-04T00:15:32.998713,673,1493.33,14458,54,661,8,0,6,7,0,661,0,0,280,0,0.0,1.0,0.0,0.0,0.4236,0.0
